"","consent","demo_party","demo_party_forced","demo_ideology","demo_pol_forced","demo_gender","subject_rid","age","gender","hhi","ethnicity","hispanic","education","political_party","region","zip","question","ideology","headline","headline_text","ideology_num","headline_politics","answer_num","batch","group"
"12.19...1540","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat conservative","Right or center-right","Male","5121010677","","","","","","","","","",19,"","Rep_5","Migrant Jobs Project Spends 15 Million to Employ Only 120",-99,"Rep",0,"2","politics"
"13.19...1541","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","3693651091","","","","","","","","","",19,"balanced / non-political","Dem_6","Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting",0,"Dem",0,"2","ideology"
"14.19...1542","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","6406100467","","","","","","","","","",19,"","Dem_10","Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million",-99,"Dem",-1,"2","politics"
"15.19...1543","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Other","5381216262","","","","","","","","","",19,"","Dem_x3","Trump lashes out at Vanity Fair, one day after it lambastes his restaurant",-99,"Dem",-1,"2","politics"
"16.19...1544","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Female","4395935228","","","","","","","","","",19,"","Rep_x1","Companies are already canceling plans to move U.S. jobs abroad",-99,"Rep",0,"2","politics"
"17.19...1545","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat liberal","Left or center-left","Male","5070985486","","","","","","","","","",19,"more favorable to Liberals","Rep_x2","Dems scramble to prevent their own from defecting to Trump",-1,"Rep",-1,"2","ideology"
"18.19...1546","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","1687962804","","","","","","","","","",19,"balanced / non-political","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",0,"Rep",0,"2","ideology"
"19.19...1547","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Female","8861068808","","","","","","","","","",19,"","Dem_x1","The small businesses near Trump Tower are experiencing a miniature recession",-99,"Dem",-1,"2","politics"
"20.19...1548","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Female","305686198","","","","","","","","","",19,"","Dem_5","Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns",-99,"Dem",0,"2","politics"
"21.19...1549","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","liberal","Right or center-right","Male","638715388","","","","","","","","","",19,"more favorable to Liberals","Rep_8","76 Percent of Viewers Approve President Trump's State of the Union Speech",-1,"Rep",-1,"2","ideology"
"22.19...1550","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","2474431563","","","","","","","","","",19,"balanced / non-political","Rep_1","Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner",0,"Rep",0,"2","ideology"
"23.19...1551","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Female","3730491167","","","","","","","","","",19,"","Dem_5","Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns",-99,"Dem",-1,"2","politics"
"24.19...1552","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","2231133706","","","","","","","","","",19,"more favorable to Liberals","Dem_3","Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.",-1,"Dem",-1,"2","ideology"
"25.19...1553","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","conservative","Left or center-left","Male","8937568874","","","","","","","","","",19,"more favorable to Conservatives","Rep_5","Migrant Jobs Project Spends 15 Million to Employ Only 120",1,"Rep",1,"2","ideology"
"26.19...1554","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Female","6934492783","","","","","","","","","",19,"","Dem_8","US Budget Deficit Running 41.8 Percent above Last Year",-99,"Dem",-1,"2","politics"
"27.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Female","5008790866","","","","","","","","","",19,"","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",-99,"Rep",0,"2","politics"
"28.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","liberal","Left or center-left","Male","9037735313","","","","","","","","","",19,"balanced / non-political","Rep_4","Investors Pulled Record $25 Billion from US Stock ETFs in January",0,"Rep",0,"2","ideology"
"29.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","conservative","Right or center-right","Male","4263140042","","","","","","","","","",19,"balanced / non-political","Rep_1","Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner",0,"Rep",0,"2","ideology"
"30.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","4454459408","","","","","","","","","",19,"","Rep_x3","At GOP convention finale, Donald Trump vows to protect LGBTQ community",-99,"Rep",1,"2","politics"
"31.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","881859437","","","","","","","","","",19,"","Dem_x1","The small businesses near Trump Tower are experiencing a miniature recession",-99,"Dem",-1,"2","politics"
"32.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","377840042","","","","","","","","","",19,"balanced / non-political","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",0,"Rep",0,"2","ideology"
"33.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Female","2115576500","","","","","","","","","",19,"more favorable to Conservatives","Rep_7","America Created 304,000 Jobs in January, Smashing Estimates",1,"Rep",1,"2","ideology"
"34.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","2503744276","","","","","","","","","",19,"","Rep_7","America Created 304,000 Jobs in January, Smashing Estimates",-99,"Rep",1,"2","politics"
"35.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","5525228386","","","","","","","","","",19,"more favorable to Conservatives","Dem_1","Justice Dept. Officials Had Discussions About Pushing Trump Out",1,"Dem",1,"2","ideology"
"36.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Female","1595816040","","","","","","","","","",19,"more favorable to Liberals","Dem_6","Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting",-1,"Dem",-1,"2","ideology"
"37.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","6836452498","","","","","","","","","",19,"","Rep_9","Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%",-99,"Rep",1,"2","politics"
"38.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","4324909835","","","","","","","","","",19,"balanced / non-political","Rep_5","Migrant Jobs Project Spends 15 Million to Employ Only 120",0,"Rep",0,"2","ideology"
"39.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","1526960442","","","","","","","","","",19,"more favorable to Liberals","Dem_10","Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million",-1,"Dem",-1,"2","ideology"
"40.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Male","3191138478","","","","","","","","","",19,"","Rep_3","Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates",-99,"Rep",1,"2","politics"
"41.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","857547527","","","","","","","","","",19,"balanced / non-political","Dem_x3","Trump lashes out at Vanity Fair, one day after it lambastes his restaurant",0,"Dem",0,"3","ideology"
"42.19","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","liberal","Left or center-left","Male","6441079047","","","","","","","","","",19,"more favorable to Conservatives","Rep_5","Migrant Jobs Project Spends 15 Million to Employ Only 120",1,"Rep",1,"3","ideology"
