study,group,question,answer,submit_time,source,source_politics,source_alignment,headline,headline_type,headline_politics,headline_alignment,subject_id,subject_politics,demo_party,demo_ideology,demo_ideology_forced,demo_gender,demo_education,demo_birthyear,demo_age,relevant_for_analysis,source_familiarity,source_trust,source_trust_num
Study 2,control,4,TRUE,2.508,fox,conservative,FALSE,Rep_5,Rep,conservative,FALSE,study_2_ 305,liberal,Democrat,liberal,Left or center-left,Male,"Master’s degree (e.g. MA, MS)",1989,30,TRUE,yes,Somewhat,0.5
Study 2,control,4,FALSE,6.288,fox,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 306,conservative,Independent,somewhat conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1947,72,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,9.301,drudge,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_2_ 307,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1970,49,TRUE,yes,A lot,0.75
Study 2,control,4,TRUE,15.107,drudge,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 308,conservative,Independent,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1988,31,TRUE,yes,A lot,0.75
Study 2,bonus,4,FALSE,5.086,fox,conservative,FALSE,Rep_2,Rep,conservative,FALSE,study_2_ 309,liberal,Democrat,liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1985,34,TRUE,yes,Not at all,0
Study 2,control,4,FALSE,3.834,drudge,conservative,FALSE,Rep_8,Rep,conservative,FALSE,study_2_ 310,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1996,23,TRUE,no,Barely,0.25
Study 2,bonus,4,TRUE,8.815,fox,conservative,TRUE,Rep_7,Rep,conservative,TRUE,study_2_ 311,conservative,Independent,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1960,59,TRUE,yes,Barely,0.25
Study 2,control,4,FALSE,5.435,bbart,conservative,FALSE,Rep_5,Rep,conservative,FALSE,study_2_ 313,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1994,25,TRUE,yes,A lot,0.75
Study 2,bonus,4,FALSE,9.222,fox,conservative,TRUE,Rep_9,Rep,conservative,TRUE,study_2_ 314,conservative,Republican,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1969,50,TRUE,yes,Somewhat,0.5
Study 2,control,4,FALSE,4.127,drudge,conservative,TRUE,Rep_7,Rep,conservative,TRUE,study_2_ 315,conservative,Republican,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,9.345,drudge,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 316,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1963,56,TRUE,yes,Somewhat,0.5
Study 2,control,4,TRUE,6.249,fox,conservative,FALSE,Rep_8,Rep,conservative,FALSE,study_2_ 317,liberal,Republican,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1971,48,TRUE,yes,A lot,0.75
Study 2,control,4,TRUE,6.134,fox,conservative,FALSE,Rep_2,Rep,conservative,FALSE,study_2_ 318,liberal,Independent,conservative,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1968,51,TRUE,yes,Entirely,1
Study 2,bonus,4,FALSE,4.062,drudge,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 319,conservative,Republican,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1987,32,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,6.608,bbart,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_2_ 320,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1961,58,TRUE,no,Not at all,0
Study 2,bonus,4,TRUE,4.773,fox,conservative,FALSE,Rep_9,Rep,conservative,FALSE,study_2_ 321,liberal,Democrat,somewhat liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1973,46,TRUE,yes,A lot,0.75
Study 2,bonus,4,FALSE,15.007,bbart,conservative,FALSE,Rep_10,Rep,conservative,FALSE,study_2_ 322,liberal,Democrat,liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1982,37,TRUE,yes,Not at all,0
Study 2,control,4,FALSE,4.768,bbart,conservative,TRUE,Rep_7,Rep,conservative,TRUE,study_2_ 323,conservative,Republican,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1967,52,TRUE,yes,A lot,0.75
Study 2,control,4,TRUE,6.073,drudge,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 324,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1993,26,TRUE,no,Somewhat,0.5
Study 2,control,4,FALSE,5.983,drudge,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 325,conservative,Independent,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1979,40,TRUE,yes,Barely,0.25
Study 2,bonus,4,FALSE,6.245,bbart,conservative,FALSE,Rep_10,Rep,conservative,FALSE,study_2_ 326,liberal,Democrat,conservative,Left or center-left,Other,"Associate degree (e.g. AA, AS)",1992,27,TRUE,no,Barely,0.25
Study 2,bonus,4,TRUE,6.967,fox,conservative,FALSE,Rep_2,Rep,conservative,FALSE,study_2_ 327,liberal,Republican,liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1990,29,TRUE,yes,Entirely,1
Study 2,control,4,TRUE,6.674,fox,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 328,conservative,Republican,conservative,Right or center-right,Female,"Master’s degree (e.g. MA, MS)",1956,63,TRUE,yes,A lot,0.75
Study 2,control,4,TRUE,4.517,fox,conservative,TRUE,Rep_6,Rep,conservative,TRUE,study_2_ 329,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1985,34,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,5.405,bbart,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_2_ 330,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1979,40,TRUE,no,Somewhat,0.5
Study 2,control,4,FALSE,3.94,bbart,conservative,FALSE,Rep_10,Rep,conservative,FALSE,study_2_ 331,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1992,27,TRUE,yes,Not at all,0
Study 2,control,4,FALSE,4.849,bbart,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 332,conservative,Independent,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1981,38,TRUE,no,Not at all,0
Study 2,bonus,4,TRUE,4.942,fox,conservative,FALSE,Rep_7,Rep,conservative,FALSE,study_2_ 333,liberal,Democrat,somewhat liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1954,65,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,2.967,bbart,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 334,conservative,Democrat,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1991,28,TRUE,no,Somewhat,0.5
Study 2,bonus,4,TRUE,6.65,bbart,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 335,conservative,Independent,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1982,37,TRUE,yes,Barely,0.25
Study 2,control,4,FALSE,4.594,bbart,conservative,FALSE,Rep_5,Rep,conservative,FALSE,study_2_ 336,liberal,Democrat,liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1996,23,TRUE,yes,Not at all,0
Study 2,bonus,4,FALSE,15.022,fox,conservative,FALSE,Rep_8,Rep,conservative,FALSE,study_2_ 337,liberal,Democrat,somewhat liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1992,27,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,4.149,fox,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_2_ 338,liberal,Independent,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1983,36,TRUE,yes,Barely,0.25
Study 2,bonus,4,FALSE,4.809,drudge,conservative,FALSE,Rep_10,Rep,conservative,FALSE,study_2_ 339,liberal,Independent,liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1988,31,TRUE,yes,Not at all,0
Study 2,control,4,TRUE,4.088,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_2_ 340,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1984,35,TRUE,yes,Somewhat,0.5
Study 2,control,4,FALSE,8.404,fox,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_2_ 341,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1989,30,TRUE,yes,Not at all,0
Study 2,control,4,TRUE,5.063,fox,conservative,FALSE,Rep_2,Rep,conservative,FALSE,study_2_ 342,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1993,26,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,10.763,drudge,conservative,TRUE,Rep_6,Rep,conservative,TRUE,study_2_ 343,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1987,32,TRUE,yes,Somewhat,0.5
Study 2,control,4,TRUE,4.368,drudge,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_2_ 344,liberal,Independent,no opinion,Left or center-left,Male,High school degree or equivalent (e.g. GED),1990,29,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,4.202,fox,conservative,FALSE,Rep_7,Rep,conservative,FALSE,study_2_ 345,liberal,Democrat,somewhat liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1990,29,TRUE,yes,Not at all,0
Study 2,control,4,TRUE,5.973,drudge,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 347,conservative,Independent,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1969,50,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,13.031,drudge,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_2_ 348,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1995,24,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,FALSE,4.771,fox,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 349,conservative,Democrat,conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1989,30,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,4.971,fox,conservative,FALSE,Rep_5,Rep,conservative,FALSE,study_2_ 350,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1989,30,TRUE,no,A lot,0.75
Study 2,control,4,TRUE,10.292,drudge,conservative,FALSE,Rep_9,Rep,conservative,FALSE,study_2_ 351,liberal,Democrat,liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1995,24,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,15.009,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_2_ 352,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1958,61,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,5.958,fox,conservative,TRUE,Rep_9,Rep,conservative,TRUE,study_2_ 353,conservative,Republican,somewhat conservative,Right or center-right,Female,"Master’s degree (e.g. MA, MS)",1974,45,TRUE,yes,A lot,0.75
Study 2,control,4,FALSE,4.227,bbart,conservative,FALSE,Rep_10,Rep,conservative,FALSE,study_2_ 354,liberal,Democrat,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1988,31,TRUE,no,Not at all,0
Study 2,control,4,FALSE,5.923,bbart,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_2_ 355,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1984,35,TRUE,no,Not at all,0
Study 2,control,4,TRUE,5.282,fox,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_2_ 356,liberal,Independent,no opinion,Left or center-left,Male,High school degree or equivalent (e.g. GED),1987,32,TRUE,yes,Entirely,1
Study 2,control,4,FALSE,8.678,bbart,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 357,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1975,44,TRUE,no,Not at all,0
Study 2,control,4,TRUE,15.018,drudge,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_2_ 358,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1995,24,TRUE,yes,Entirely,1
Study 2,bonus,4,FALSE,5.21,drudge,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 359,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1995,24,TRUE,yes,A lot,0.75
Study 2,control,4,TRUE,8.313,fox,conservative,FALSE,Rep_4,Rep,conservative,FALSE,study_2_ 361,liberal,Independent,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1985,34,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,4.085,bbart,conservative,FALSE,Rep_6,Rep,conservative,FALSE,study_2_ 362,liberal,Democrat,liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1991,28,TRUE,yes,Not at all,0
Study 2,control,4,FALSE,7.726,bbart,conservative,TRUE,Rep_9,Rep,conservative,TRUE,study_2_ 363,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1979,40,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,FALSE,5.604,drudge,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_2_ 364,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1989,30,TRUE,yes,Somewhat,0.5
Study 2,control,4,FALSE,7.883,bbart,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_2_ 365,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1964,55,TRUE,yes,Barely,0.25
Study 2,control,4,FALSE,4.815,bbart,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_2_ 366,conservative,Democrat,somewhat liberal,Right or center-right,Female,High school degree or equivalent (e.g. GED),1987,32,TRUE,no,Somewhat,0.5
Study 2,bonus,4,TRUE,6.844,fox,conservative,TRUE,Rep_9,Rep,conservative,TRUE,study_2_ 367,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1971,48,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,4.379,drudge,conservative,FALSE,Rep_2,Rep,conservative,FALSE,study_2_ 368,liberal,Independent,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1991,28,TRUE,yes,Not at all,0
Study 2,control,4,FALSE,10.501,drudge,conservative,FALSE,Rep_2,Rep,conservative,FALSE,study_2_ 369,liberal,Independent,no opinion,Left or center-left,Male,"Professional degree (e.g. MD, JD)",1981,38,TRUE,no,Somewhat,0.5
Study 2,bonus,4,TRUE,7.787,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_2_ 370,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1986,33,TRUE,yes,Not at all,0
Study 2,control,4,TRUE,6.954,bbart,conservative,TRUE,Rep_7,Rep,conservative,TRUE,study_2_ 371,conservative,Other,no opinion,Right or center-right,Female,"Master’s degree (e.g. MA, MS)",1981,38,TRUE,no,Barely,0.25
Study 2,bonus,4,TRUE,7.514,bbart,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_2_ 372,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1981,38,TRUE,no,Not at all,0
Study 2,control,4,FALSE,5.174,drudge,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 373,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1993,26,TRUE,no,Not at all,0
Study 2,bonus,4,FALSE,8.302,bbart,conservative,FALSE,Rep_5,Rep,conservative,FALSE,study_2_ 374,liberal,Republican,conservative,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1976,43,TRUE,yes,Not at all,0
Study 2,control,4,TRUE,4.448,fox,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 375,conservative,Independent,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1981,38,TRUE,yes,A lot,0.75
Study 2,control,4,FALSE,9.196,fox,conservative,FALSE,Rep_6,Rep,conservative,FALSE,study_2_ 376,liberal,Independent,somewhat liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1985,34,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,5.436,drudge,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 377,conservative,Republican,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1962,57,TRUE,yes,A lot,0.75
Study 2,control,4,TRUE,4.599,fox,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 378,conservative,Independent,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1982,37,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,7.511,drudge,conservative,FALSE,Rep_9,Rep,conservative,FALSE,study_2_ 379,liberal,Democrat,somewhat liberal,Left or center-left,Other,High school degree or equivalent (e.g. GED),1993,26,TRUE,no,Barely,0.25
Study 2,control,4,TRUE,5.228,bbart,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 380,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1974,45,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,13.865,fox,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 381,conservative,Independent,conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1979,40,TRUE,yes,Somewhat,0.5
Study 2,control,4,FALSE,9.073,drudge,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 382,conservative,Republican,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1959,60,TRUE,yes,Somewhat,0.5
Study 2,control,4,FALSE,4.278,fox,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_2_ 383,liberal,Democrat,liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1985,34,TRUE,yes,Barely,0.25
Study 2,control,4,FALSE,15.114,fox,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_2_ 384,conservative,Independent,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1974,45,TRUE,yes,Not at all,0
Study 2,bonus,4,FALSE,8.266,bbart,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 385,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,Not at all,0
Study 2,bonus,4,FALSE,4.907,drudge,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_2_ 386,conservative,Republican,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1977,42,TRUE,yes,Somewhat,0.5
Study 2,control,4,FALSE,6.264,bbart,conservative,FALSE,Rep_9,Rep,conservative,FALSE,study_2_ 387,liberal,Democrat,somewhat conservative,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1992,27,TRUE,no,Not at all,0
Study 2,bonus,4,FALSE,5.115,bbart,conservative,TRUE,Rep_6,Rep,conservative,TRUE,study_2_ 388,conservative,Independent,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1960,59,TRUE,yes,Barely,0.25
Study 2,control,4,FALSE,4.935,drudge,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 389,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1978,41,TRUE,yes,Barely,0.25
Study 2,bonus,4,FALSE,11.001,fox,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 390,conservative,Democrat,no opinion,Right or center-right,Female,High school degree or equivalent (e.g. GED),1965,54,TRUE,yes,Somewhat,0.5
Study 2,control,4,FALSE,4.9,drudge,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 391,conservative,Republican,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1963,56,TRUE,no,Somewhat,0.5
Study 2,bonus,4,FALSE,6.847,drudge,conservative,TRUE,Rep_6,Rep,conservative,TRUE,study_2_ 392,conservative,Independent,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1950,69,TRUE,yes,Not at all,0
Study 2,bonus,4,TRUE,7.713,drudge,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_2_ 393,conservative,Republican,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1979,40,TRUE,yes,A lot,0.75
Study 2,control,4,FALSE,4.295,fox,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_2_ 394,liberal,Democrat,somewhat liberal,Left or center-left,Other,"Bachelor’s degree (e.g. BA, BS)",1985,34,TRUE,yes,Not at all,0
Study 2,control,4,FALSE,6.027,drudge,conservative,TRUE,Rep_9,Rep,conservative,TRUE,study_2_ 395,conservative,Republican,conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1979,40,TRUE,yes,Somewhat,0.5
